,Place Name,Year,Period,Index (SA)
0,East North Central Division,1991,1,100.0
1,East North Central Division,1991,2,100.97
2,East North Central Division,1991,3,100.91
3,East North Central Division,1991,4,100.99
4,East North Central Division,1991,5,101.37
5,East North Central Division,1991,6,101.5
6,East North Central Division,1991,7,101.86
7,East North Central Division,1991,8,102.04
8,East North Central Division,1991,9,102.01
9,East North Central Division,1991,10,102.34
10,East North Central Division,1991,11,103.34
11,East North Central Division,1991,12,103.41
12,East North Central Division,1992,1,103.88
13,East North Central Division,1992,2,104.39
14,East North Central Division,1992,3,105.14
15,East North Central Division,1992,4,105.18
16,East North Central Division,1992,5,105.53
17,East North Central Division,1992,6,105.58
18,East North Central Division,1992,7,105.97
19,East North Central Division,1992,8,106.42
20,East North Central Division,1992,9,106.69
21,East North Central Division,1992,10,107.37
22,East North Central Division,1992,11,107.77
23,East North Central Division,1992,12,108.41
24,East North Central Division,1993,1,108.54
25,East North Central Division,1993,2,108.35
26,East North Central Division,1993,3,108.92
27,East North Central Division,1993,4,109.45
28,East North Central Division,1993,5,109.8
29,East North Central Division,1993,6,110.49
30,East North Central Division,1993,7,110.91
31,East North Central Division,1993,8,111.39
32,East North Central Division,1993,9,112.17
33,East North Central Division,1993,10,112.37
34,East North Central Division,1993,11,112.9
35,East North Central Division,1993,12,113.46
36,East North Central Division,1994,1,114.16
37,East North Central Division,1994,2,114.41
38,East North Central Division,1994,3,114.81
39,East North Central Division,1994,4,115.51
40,East North Central Division,1994,5,116.05
41,East North Central Division,1994,6,116.35
42,East North Central Division,1994,7,116.56
43,East North Central Division,1994,8,117.05
44,East North Central Division,1994,9,117.34
45,East North Central Division,1994,10,118.05
46,East North Central Division,1994,11,118.5
47,East North Central Division,1994,12,118.57
48,East North Central Division,1995,1,119.32
49,East North Central Division,1995,2,119.96
50,East North Central Division,1995,3,120.14
51,East North Central Division,1995,4,120.82
52,East North Central Division,1995,5,120.8
53,East North Central Division,1995,6,121.6
54,East North Central Division,1995,7,122.21
55,East North Central Division,1995,8,122.88
56,East North Central Division,1995,9,123.4
57,East North Central Division,1995,10,123.76
58,East North Central Division,1995,11,124.03
59,East North Central Division,1995,12,124.82
60,East North Central Division,1996,1,125.21
61,East North Central Division,1996,2,125.91
62,East North Central Division,1996,3,126.38
63,East North Central Division,1996,4,127.42
64,East North Central Division,1996,5,127.63
65,East North Central Division,1996,6,127.81
66,East North Central Division,1996,7,128.48
67,East North Central Division,1996,8,128.35
68,East North Central Division,1996,9,128.87
69,East North Central Division,1996,10,128.84
70,East North Central Division,1996,11,130.05
71,East North Central Division,1996,12,130.27
72,East North Central Division,1997,1,130.35
73,East North Central Division,1997,2,130.59
74,East North Central Division,1997,3,131.38
75,East North Central Division,1997,4,131.32
76,East North Central Division,1997,5,132.12
77,East North Central Division,1997,6,132.28
78,East North Central Division,1997,7,132.64
79,East North Central Division,1997,8,133.03
80,East North Central Division,1997,9,133.24
81,East North Central Division,1997,10,133.77
82,East North Central Division,1997,11,134.14
83,East North Central Division,1997,12,134.45
84,East North Central Division,1998,1,135.03
85,East North Central Division,1998,2,135.71
86,East North Central Division,1998,3,136.09
87,East North Central Division,1998,4,136.48
88,East North Central Division,1998,5,136.86
89,East North Central Division,1998,6,137.56
90,East North Central Division,1998,7,137.87
91,East North Central Division,1998,8,138.44
92,East North Central Division,1998,9,139.23
93,East North Central Division,1998,10,140.0
94,East North Central Division,1998,11,140.86
95,East North Central Division,1998,12,141.24
96,East North Central Division,1999,1,141.79
97,East North Central Division,1999,2,142.53
98,East North Central Division,1999,3,142.96
99,East North Central Division,1999,4,143.4
100,East North Central Division,1999,5,144.36
101,East North Central Division,1999,6,144.82
102,East North Central Division,1999,7,145.51
103,East North Central Division,1999,8,146.43
104,East North Central Division,1999,9,146.72
105,East North Central Division,1999,10,147.38
106,East North Central Division,1999,11,147.67
107,East North Central Division,1999,12,148.48
108,East North Central Division,2000,1,150.12
109,East North Central Division,2000,2,149.28
110,East North Central Division,2000,3,150.74
111,East North Central Division,2000,4,151.41
112,East North Central Division,2000,5,151.76
113,East North Central Division,2000,6,152.84
114,East North Central Division,2000,7,153.53
115,East North Central Division,2000,8,153.88
116,East North Central Division,2000,9,154.34
117,East North Central Division,2000,10,154.78
118,East North Central Division,2000,11,155.3
119,East North Central Division,2000,12,156.31
120,East North Central Division,2001,1,156.89
121,East North Central Division,2001,2,157.58
122,East North Central Division,2001,3,158.07
123,East North Central Division,2001,4,158.86
124,East North Central Division,2001,5,159.35
125,East North Central Division,2001,6,159.8
126,East North Central Division,2001,7,160.33
127,East North Central Division,2001,8,160.84
128,East North Central Division,2001,9,161.56
129,East North Central Division,2001,10,162.59
130,East North Central Division,2001,11,162.78
131,East North Central Division,2001,12,163.38
132,East North Central Division,2002,1,164.29
133,East North Central Division,2002,2,164.43
134,East North Central Division,2002,3,165.27
135,East North Central Division,2002,4,165.58
136,East North Central Division,2002,5,166.14
137,East North Central Division,2002,6,167.03
138,East North Central Division,2002,7,167.41
139,East North Central Division,2002,8,168.01
140,East North Central Division,2002,9,168.8
141,East North Central Division,2002,10,169.17
142,East North Central Division,2002,11,170.48
143,East North Central Division,2002,12,170.64
144,East North Central Division,2003,1,171.84
145,East North Central Division,2003,2,172.08
146,East North Central Division,2003,3,172.44
147,East North Central Division,2003,4,173.13
148,East North Central Division,2003,5,173.8
149,East North Central Division,2003,6,174.2
150,East North Central Division,2003,7,175.03
151,East North Central Division,2003,8,175.8
152,East North Central Division,2003,9,176.39
153,East North Central Division,2003,10,177.21
154,East North Central Division,2003,11,178.01
155,East North Central Division,2003,12,178.98
156,East North Central Division,2004,1,178.72
157,East North Central Division,2004,2,180.2
158,East North Central Division,2004,3,180.55
159,East North Central Division,2004,4,181.14
160,East North Central Division,2004,5,181.75
161,East North Central Division,2004,6,182.56
162,East North Central Division,2004,7,183.22
163,East North Central Division,2004,8,183.87
164,East North Central Division,2004,9,184.06
165,East North Central Division,2004,10,184.95
166,East North Central Division,2004,11,185.74
167,East North Central Division,2004,12,186.31
168,East North Central Division,2005,1,187.14
169,East North Central Division,2005,2,186.45
170,East North Central Division,2005,3,187.92
171,East North Central Division,2005,4,188.76
172,East North Central Division,2005,5,188.88
173,East North Central Division,2005,6,189.24
174,East North Central Division,2005,7,189.76
175,East North Central Division,2005,8,189.95
176,East North Central Division,2005,9,191.5
177,East North Central Division,2005,10,191.76
178,East North Central Division,2005,11,191.94
179,East North Central Division,2005,12,191.84
180,East North Central Division,2006,1,192.46
181,East North Central Division,2006,2,192.46
182,East North Central Division,2006,3,192.43
183,East North Central Division,2006,4,193.35
184,East North Central Division,2006,5,192.88
185,East North Central Division,2006,6,192.39
186,East North Central Division,2006,7,192.53
187,East North Central Division,2006,8,192.05
188,East North Central Division,2006,9,192.22
189,East North Central Division,2006,10,191.76
190,East North Central Division,2006,11,190.99
191,East North Central Division,2006,12,191.94
192,East North Central Division,2007,1,192.76
193,East North Central Division,2007,2,191.92
194,East North Central Division,2007,3,192.06
195,East North Central Division,2007,4,191.34
196,East North Central Division,2007,5,190.37
197,East North Central Division,2007,6,189.99
198,East North Central Division,2007,7,188.66
199,East North Central Division,2007,8,188.13
200,East North Central Division,2007,9,186.82
201,East North Central Division,2007,10,185.51
202,East North Central Division,2007,11,184.62
203,East North Central Division,2007,12,183.46
204,East North Central Division,2008,1,182.12
205,East North Central Division,2008,2,181.88
206,East North Central Division,2008,3,181.0
207,East North Central Division,2008,4,179.12
208,East North Central Division,2008,5,177.52
209,East North Central Division,2008,6,177.01
210,East North Central Division,2008,7,175.92
211,East North Central Division,2008,8,174.86
212,East North Central Division,2008,9,172.09
213,East North Central Division,2008,10,171.84
214,East North Central Division,2008,11,168.83
215,East North Central Division,2008,12,168.96
216,East North Central Division,2009,1,172.2
217,East North Central Division,2009,2,171.14
218,East North Central Division,2009,3,169.85
219,East North Central Division,2009,4,168.3
220,East North Central Division,2009,5,169.41
221,East North Central Division,2009,6,168.16
222,East North Central Division,2009,7,166.96
223,East North Central Division,2009,8,166.59
224,East North Central Division,2009,9,167.14
225,East North Central Division,2009,10,166.26
226,East North Central Division,2009,11,167.57
227,East North Central Division,2009,12,165.31
228,East North Central Division,2010,1,165.15
229,East North Central Division,2010,2,164.43
230,East North Central Division,2010,3,164.65
231,East North Central Division,2010,4,164.62
232,East North Central Division,2010,5,164.79
233,East North Central Division,2010,6,162.94
234,East North Central Division,2010,7,162.03
235,East North Central Division,2010,8,162.61
236,East North Central Division,2010,9,160.74
237,East North Central Division,2010,10,162.96
238,East North Central Division,2010,11,161.84
239,East North Central Division,2010,12,159.88
240,East North Central Division,2011,1,159.33
241,East North Central Division,2011,2,157.98
242,East North Central Division,2011,3,154.75
243,East North Central Division,2011,4,155.07
244,East North Central Division,2011,5,155.82
245,East North Central Division,2011,6,156.7
246,East North Central Division,2011,7,158.11
247,East North Central Division,2011,8,156.17
248,East North Central Division,2011,9,156.99
249,East North Central Division,2011,10,155.74
250,East North Central Division,2011,11,158.04
251,East North Central Division,2011,12,157.28
252,East North Central Division,2012,1,156.5
253,East North Central Division,2012,2,156.41
254,East North Central Division,2012,3,157.49
255,East North Central Division,2012,4,158.24
256,East North Central Division,2012,5,159.49
257,East North Central Division,2012,6,159.66
258,East North Central Division,2012,7,159.65
259,East North Central Division,2012,8,160.53
260,East North Central Division,2012,9,160.86
261,East North Central Division,2012,10,161.63
262,East North Central Division,2012,11,160.65
263,East North Central Division,2012,12,161.27
264,East North Central Division,2013,1,162.76
265,East North Central Division,2013,2,163.39
266,East North Central Division,2013,3,164.91
267,East North Central Division,2013,4,165.85
268,East North Central Division,2013,5,166.56
269,East North Central Division,2013,6,167.4
270,East North Central Division,2013,7,168.53
271,East North Central Division,2013,8,168.86
272,East North Central Division,2013,9,169.45
273,East North Central Division,2013,10,169.59
274,East North Central Division,2013,11,169.55
275,East North Central Division,2013,12,171.02
276,East North Central Division,2014,1,171.54
277,East North Central Division,2014,2,171.69
278,East North Central Division,2014,3,172.2
279,East North Central Division,2014,4,173.12
280,East North Central Division,2014,5,172.79
281,East North Central Division,2014,6,173.39
282,East North Central Division,2014,7,174.56
283,East North Central Division,2014,8,175.33
284,East North Central Division,2014,9,175.5
285,East North Central Division,2014,10,176.75
286,East North Central Division,2014,11,176.19
287,East North Central Division,2014,12,178.1
288,East North Central Division,2015,1,177.31
289,East North Central Division,2015,2,179.1
290,East North Central Division,2015,3,179.23
291,East North Central Division,2015,4,179.63
292,East North Central Division,2015,5,180.9
293,East North Central Division,2015,6,181.95
294,East North Central Division,2015,7,181.52
295,East North Central Division,2015,8,180.91
296,East North Central Division,2015,9,182.71
297,East North Central Division,2015,10,183.67
298,East North Central Division,2015,11,184.62
299,East North Central Division,2015,12,185.23
300,East North Central Division,2016,1,185.93
301,East North Central Division,2016,2,185.12
302,East North Central Division,2016,3,186.93
303,East North Central Division,2016,4,187.49
304,East North Central Division,2016,5,188.55
305,East North Central Division,2016,6,189.7
306,East North Central Division,2016,7,190.46
307,East North Central Division,2016,8,192.0
308,East North Central Division,2016,9,192.5
309,East North Central Division,2016,10,193.57
310,East North Central Division,2016,11,194.05
311,East North Central Division,2016,12,195.62
312,East North Central Division,2017,1,195.54
313,East North Central Division,2017,2,196.83
314,East North Central Division,2017,3,198.56
315,East North Central Division,2017,4,198.74
316,East North Central Division,2017,5,199.66
317,East North Central Division,2017,6,199.77
318,East North Central Division,2017,7,201.32
319,East North Central Division,2017,8,202.47
320,East North Central Division,2017,9,202.98
321,East North Central Division,2017,10,204.17
322,East North Central Division,2017,11,205.12
323,East North Central Division,2017,12,207.04
324,East North Central Division,2018,1,208.72
325,East North Central Division,2018,2,209.76
326,East North Central Division,2018,3,210.15
327,East North Central Division,2018,4,211.1
328,East North Central Division,2018,5,211.78
329,East North Central Division,2018,6,212.84
330,East North Central Division,2018,7,213.53
331,East North Central Division,2018,8,214.66
332,East North Central Division,2018,9,215.46
333,East North Central Division,2018,10,216.96
334,East North Central Division,2018,11,216.82
335,East North Central Division,2018,12,217.9
336,East North Central Division,2019,1,218.76
337,East North Central Division,2019,2,220.31
338,East North Central Division,2019,3,220.74
339,East North Central Division,2019,4,221.96
340,East North Central Division,2019,5,223.19
341,East North Central Division,2019,6,223.85
342,East North Central Division,2019,7,224.93
343,East North Central Division,2019,8,226.01
344,East North Central Division,2019,9,226.78
345,East North Central Division,2019,10,227.54
346,East North Central Division,2019,11,230.13
347,East North Central Division,2019,12,230.59
348,East North Central Division,2020,1,231.96
349,East North Central Division,2020,2,233.81
350,East North Central Division,2020,3,235.11
351,East North Central Division,2020,4,235.21
352,East North Central Division,2020,5,234.88
353,East North Central Division,2020,6,236.84
354,East North Central Division,2020,7,240.85
355,East North Central Division,2020,8,244.55
356,East North Central Division,2020,9,247.99
357,East North Central Division,2020,10,251.78
358,East North Central Division,2020,11,254.47
359,East North Central Division,2020,12,257.82
360,East North Central Division,2021,1,260.19
361,East North Central Division,2021,2,261.62
362,East North Central Division,2021,3,265.08
363,East North Central Division,2021,4,268.76
364,East North Central Division,2021,5,272.87
365,East North Central Division,2021,6,277.17
366,East North Central Division,2021,7,280.17
367,East North Central Division,2021,8,282.01
368,East North Central Division,2021,9,284.04
369,East North Central Division,2021,10,287.42
370,East North Central Division,2021,11,290.46
371,East North Central Division,2021,12,294.77
372,East North Central Division,2022,1,298.53
373,East North Central Division,2022,2,301.97
374,East North Central Division,2022,3,306.12
375,East North Central Division,2022,4,309.77
376,East North Central Division,2022,5,314.01
377,East North Central Division,2022,6,313.08
378,East North Central Division,2022,7,313.25
379,East North Central Division,2022,8,312.26
380,East North Central Division,2022,9,313.35
381,East North Central Division,2022,10,312.83
382,East North Central Division,2022,11,313.63
383,East South Central Division,1991,1,100.0
384,East South Central Division,1991,2,100.61
385,East South Central Division,1991,3,100.45
386,East South Central Division,1991,4,100.45
387,East South Central Division,1991,5,100.77
388,East South Central Division,1991,6,101.48
389,East South Central Division,1991,7,101.43
390,East South Central Division,1991,8,100.87
391,East South Central Division,1991,9,101.19
392,East South Central Division,1991,10,101.59
393,East South Central Division,1991,11,102.16
394,East South Central Division,1991,12,103.27
395,East South Central Division,1992,1,103.33
396,East South Central Division,1992,2,104.09
397,East South Central Division,1992,3,103.8
398,East South Central Division,1992,4,103.39
399,East South Central Division,1992,5,104.11
400,East South Central Division,1992,6,104.12
401,East South Central Division,1992,7,104.71
402,East South Central Division,1992,8,105.39
403,East South Central Division,1992,9,105.85
404,East South Central Division,1992,10,106.52
405,East South Central Division,1992,11,106.28
406,East South Central Division,1992,12,106.76
407,East South Central Division,1993,1,106.99
408,East South Central Division,1993,2,106.62
409,East South Central Division,1993,3,107.94
410,East South Central Division,1993,4,108.33
411,East South Central Division,1993,5,108.71
412,East South Central Division,1993,6,108.85
413,East South Central Division,1993,7,109.35
414,East South Central Division,1993,8,109.91
415,East South Central Division,1993,9,110.98
416,East South Central Division,1993,10,110.88
417,East South Central Division,1993,11,111.62
418,East South Central Division,1993,12,112.06
419,East South Central Division,1994,1,112.81
420,East South Central Division,1994,2,113.76
421,East South Central Division,1994,3,113.68
422,East South Central Division,1994,4,114.69
423,East South Central Division,1994,5,115.07
424,East South Central Division,1994,6,115.4
425,East South Central Division,1994,7,115.76
426,East South Central Division,1994,8,116.24
427,East South Central Division,1994,9,116.1
428,East South Central Division,1994,10,117.1
429,East South Central Division,1994,11,117.77
430,East South Central Division,1994,12,117.65
431,East South Central Division,1995,1,117.71
432,East South Central Division,1995,2,118.96
433,East South Central Division,1995,3,119.2
434,East South Central Division,1995,4,118.77
435,East South Central Division,1995,5,119.33
436,East South Central Division,1995,6,120.73
437,East South Central Division,1995,7,121.3
438,East South Central Division,1995,8,121.03
439,East South Central Division,1995,9,121.66
440,East South Central Division,1995,10,122.75
441,East South Central Division,1995,11,122.9
442,East South Central Division,1995,12,123.41
443,East South Central Division,1996,1,123.79
444,East South Central Division,1996,2,123.5
445,East South Central Division,1996,3,124.04
446,East South Central Division,1996,4,124.74
447,East South Central Division,1996,5,125.55
448,East South Central Division,1996,6,125.52
449,East South Central Division,1996,7,126.79
450,East South Central Division,1996,8,126.64
451,East South Central Division,1996,9,126.98
452,East South Central Division,1996,10,127.83
453,East South Central Division,1996,11,127.5
454,East South Central Division,1996,12,128.14
455,East South Central Division,1997,1,128.35
456,East South Central Division,1997,2,129.61
457,East South Central Division,1997,3,129.28
458,East South Central Division,1997,4,129.75
459,East South Central Division,1997,5,129.49
460,East South Central Division,1997,6,130.02
461,East South Central Division,1997,7,130.65
462,East South Central Division,1997,8,130.85
463,East South Central Division,1997,9,130.63
464,East South Central Division,1997,10,130.92
465,East South Central Division,1997,11,131.42
466,East South Central Division,1997,12,131.92
467,East South Central Division,1998,1,132.62
468,East South Central Division,1998,2,132.59
469,East South Central Division,1998,3,133.61
470,East South Central Division,1998,4,133.96
471,East South Central Division,1998,5,134.65
472,East South Central Division,1998,6,135.24
473,East South Central Division,1998,7,135.31
474,East South Central Division,1998,8,135.47
475,East South Central Division,1998,9,136.68
476,East South Central Division,1998,10,136.89
477,East South Central Division,1998,11,137.77
478,East South Central Division,1998,12,138.1
479,East South Central Division,1999,1,138.54
480,East South Central Division,1999,2,139.31
481,East South Central Division,1999,3,139.98
482,East South Central Division,1999,4,139.96
483,East South Central Division,1999,5,140.6
484,East South Central Division,1999,6,140.69
485,East South Central Division,1999,7,141.27
486,East South Central Division,1999,8,141.64
487,East South Central Division,1999,9,142.27
488,East South Central Division,1999,10,142.15
489,East South Central Division,1999,11,143.04
490,East South Central Division,1999,12,143.58
491,East South Central Division,2000,1,144.11
492,East South Central Division,2000,2,144.34
493,East South Central Division,2000,3,144.45
494,East South Central Division,2000,4,145.52
495,East South Central Division,2000,5,145.38
496,East South Central Division,2000,6,145.82
497,East South Central Division,2000,7,146.44
498,East South Central Division,2000,8,146.06
499,East South Central Division,2000,9,146.21
500,East South Central Division,2000,10,146.56
501,East South Central Division,2000,11,147.13
502,East South Central Division,2000,12,146.61
503,East South Central Division,2001,1,147.55
504,East South Central Division,2001,2,148.23
505,East South Central Division,2001,3,148.38
506,East South Central Division,2001,4,148.73
507,East South Central Division,2001,5,149.7
508,East South Central Division,2001,6,149.48
509,East South Central Division,2001,7,149.72
510,East South Central Division,2001,8,150.12
511,East South Central Division,2001,9,150.59
512,East South Central Division,2001,10,151.72
513,East South Central Division,2001,11,151.56
514,East South Central Division,2001,12,151.85
515,East South Central Division,2002,1,152.52
516,East South Central Division,2002,2,151.87
517,East South Central Division,2002,3,153.47
518,East South Central Division,2002,4,153.08
519,East South Central Division,2002,5,153.6
520,East South Central Division,2002,6,153.85
521,East South Central Division,2002,7,154.19
522,East South Central Division,2002,8,155.46
523,East South Central Division,2002,9,155.1
524,East South Central Division,2002,10,156.41
525,East South Central Division,2002,11,156.76
526,East South Central Division,2002,12,157.11
527,East South Central Division,2003,1,157.46
528,East South Central Division,2003,2,158.9
529,East South Central Division,2003,3,158.86
530,East South Central Division,2003,4,159.42
531,East South Central Division,2003,5,159.74
532,East South Central Division,2003,6,160.42
533,East South Central Division,2003,7,160.95
534,East South Central Division,2003,8,161.7
535,East South Central Division,2003,9,162.54
536,East South Central Division,2003,10,162.84
537,East South Central Division,2003,11,162.62
538,East South Central Division,2003,12,163.79
539,East South Central Division,2004,1,164.27
540,East South Central Division,2004,2,165.64
541,East South Central Division,2004,3,165.44
542,East South Central Division,2004,4,166.23
543,East South Central Division,2004,5,166.95
544,East South Central Division,2004,6,168.38
545,East South Central Division,2004,7,169.28
546,East South Central Division,2004,8,169.76
547,East South Central Division,2004,9,169.98
548,East South Central Division,2004,10,170.69
549,East South Central Division,2004,11,170.97
550,East South Central Division,2004,12,173.3
551,East South Central Division,2005,1,173.27
552,East South Central Division,2005,2,174.69
553,East South Central Division,2005,3,176.01
554,East South Central Division,2005,4,176.45
555,East South Central Division,2005,5,177.15
556,East South Central Division,2005,6,178.03
557,East South Central Division,2005,7,179.61
558,East South Central Division,2005,8,180.48
559,East South Central Division,2005,9,181.17
560,East South Central Division,2005,10,182.89
561,East South Central Division,2005,11,184.67
562,East South Central Division,2005,12,186.21
563,East South Central Division,2006,1,187.96
564,East South Central Division,2006,2,187.99
565,East South Central Division,2006,3,189.41
566,East South Central Division,2006,4,190.1
567,East South Central Division,2006,5,191.28
568,East South Central Division,2006,6,191.69
569,East South Central Division,2006,7,192.37
570,East South Central Division,2006,8,193.17
571,East South Central Division,2006,9,193.5
572,East South Central Division,2006,10,194.07
573,East South Central Division,2006,11,195.07
574,East South Central Division,2006,12,196.63
575,East South Central Division,2007,1,196.44
576,East South Central Division,2007,2,197.86
577,East South Central Division,2007,3,198.94
578,East South Central Division,2007,4,199.91
579,East South Central Division,2007,5,199.22
580,East South Central Division,2007,6,199.52
581,East South Central Division,2007,7,199.13
582,East South Central Division,2007,8,198.57
583,East South Central Division,2007,9,199.48
584,East South Central Division,2007,10,198.59
585,East South Central Division,2007,11,198.78
586,East South Central Division,2007,12,199.01
587,East South Central Division,2008,1,196.33
588,East South Central Division,2008,2,197.86
589,East South Central Division,2008,3,197.61
590,East South Central Division,2008,4,196.96
591,East South Central Division,2008,5,196.85
592,East South Central Division,2008,6,195.51
593,East South Central Division,2008,7,194.44
594,East South Central Division,2008,8,193.49
595,East South Central Division,2008,9,192.62
596,East South Central Division,2008,10,191.84
597,East South Central Division,2008,11,190.91
598,East South Central Division,2008,12,189.92
599,East South Central Division,2009,1,190.57
600,East South Central Division,2009,2,190.36
601,East South Central Division,2009,3,189.97
602,East South Central Division,2009,4,189.3
603,East South Central Division,2009,5,188.84
604,East South Central Division,2009,6,191.12
605,East South Central Division,2009,7,188.72
606,East South Central Division,2009,8,189.22
607,East South Central Division,2009,9,186.41
608,East South Central Division,2009,10,189.94
609,East South Central Division,2009,11,189.17
610,East South Central Division,2009,12,187.39
611,East South Central Division,2010,1,187.44
612,East South Central Division,2010,2,185.69
613,East South Central Division,2010,3,184.97
614,East South Central Division,2010,4,185.79
615,East South Central Division,2010,5,186.2
616,East South Central Division,2010,6,183.25
617,East South Central Division,2010,7,183.65
618,East South Central Division,2010,8,183.17
619,East South Central Division,2010,9,182.14
620,East South Central Division,2010,10,181.82
621,East South Central Division,2010,11,182.57
622,East South Central Division,2010,12,178.91
623,East South Central Division,2011,1,180.32
624,East South Central Division,2011,2,179.31
625,East South Central Division,2011,3,176.9
626,East South Central Division,2011,4,178.05
627,East South Central Division,2011,5,177.59
628,East South Central Division,2011,6,177.69
629,East South Central Division,2011,7,179.83
630,East South Central Division,2011,8,179.75
631,East South Central Division,2011,9,177.79
632,East South Central Division,2011,10,177.18
633,East South Central Division,2011,11,178.34
634,East South Central Division,2011,12,182.17
635,East South Central Division,2012,1,177.2
636,East South Central Division,2012,2,178.97
637,East South Central Division,2012,3,181.43
638,East South Central Division,2012,4,181.2
639,East South Central Division,2012,5,182.31
640,East South Central Division,2012,6,182.8
641,East South Central Division,2012,7,182.16
642,East South Central Division,2012,8,182.01
643,East South Central Division,2012,9,181.92
644,East South Central Division,2012,10,183.46
645,East South Central Division,2012,11,183.71
646,East South Central Division,2012,12,184.73
647,East South Central Division,2013,1,184.15
648,East South Central Division,2013,2,185.78
649,East South Central Division,2013,3,187.07
650,East South Central Division,2013,4,187.6
651,East South Central Division,2013,5,188.03
652,East South Central Division,2013,6,189.71
653,East South Central Division,2013,7,187.81
654,East South Central Division,2013,8,188.05
655,East South Central Division,2013,9,191.83
656,East South Central Division,2013,10,190.23
657,East South Central Division,2013,11,188.97
658,East South Central Division,2013,12,190.35
659,East South Central Division,2014,1,189.88
660,East South Central Division,2014,2,191.83
661,East South Central Division,2014,3,191.12
662,East South Central Division,2014,4,192.35
663,East South Central Division,2014,5,192.44
664,East South Central Division,2014,6,193.56
665,East South Central Division,2014,7,193.87
666,East South Central Division,2014,8,194.5
667,East South Central Division,2014,9,194.08
668,East South Central Division,2014,10,195.16
669,East South Central Division,2014,11,197.35
670,East South Central Division,2014,12,196.21
671,East South Central Division,2015,1,198.79
672,East South Central Division,2015,2,197.43
673,East South Central Division,2015,3,200.01
674,East South Central Division,2015,4,201.4
675,East South Central Division,2015,5,200.14
676,East South Central Division,2015,6,200.73
677,East South Central Division,2015,7,200.92
678,East South Central Division,2015,8,203.02
679,East South Central Division,2015,9,202.72
680,East South Central Division,2015,10,204.19
681,East South Central Division,2015,11,204.95
682,East South Central Division,2015,12,206.64
683,East South Central Division,2016,1,207.96
684,East South Central Division,2016,2,206.3
685,East South Central Division,2016,3,207.64
686,East South Central Division,2016,4,209.27
687,East South Central Division,2016,5,210.03
688,East South Central Division,2016,6,210.24
689,East South Central Division,2016,7,211.83
690,East South Central Division,2016,8,213.08
691,East South Central Division,2016,9,213.96
692,East South Central Division,2016,10,214.05
693,East South Central Division,2016,11,215.16
694,East South Central Division,2016,12,218.62
695,East South Central Division,2017,1,214.36
696,East South Central Division,2017,2,218.28
697,East South Central Division,2017,3,219.66
698,East South Central Division,2017,4,220.13
699,East South Central Division,2017,5,221.34
700,East South Central Division,2017,6,223.11
701,East South Central Division,2017,7,224.48
702,East South Central Division,2017,8,224.58
703,East South Central Division,2017,9,224.57
704,East South Central Division,2017,10,227.52
705,East South Central Division,2017,11,226.77
706,East South Central Division,2017,12,228.18
707,East South Central Division,2018,1,229.39
708,East South Central Division,2018,2,230.7
709,East South Central Division,2018,3,232.1
710,East South Central Division,2018,4,231.51
711,East South Central Division,2018,5,235.59
712,East South Central Division,2018,6,236.32
713,East South Central Division,2018,7,235.57
714,East South Central Division,2018,8,237.46
715,East South Central Division,2018,9,237.09
716,East South Central Division,2018,10,239.38
717,East South Central Division,2018,11,241.71
718,East South Central Division,2018,12,241.35
719,East South Central Division,2019,1,242.23
720,East South Central Division,2019,2,243.97
721,East South Central Division,2019,3,244.39
722,East South Central Division,2019,4,246.88
723,East South Central Division,2019,5,247.21
724,East South Central Division,2019,6,249.57
725,East South Central Division,2019,7,249.78
726,East South Central Division,2019,8,249.49
727,East South Central Division,2019,9,252.95
728,East South Central Division,2019,10,253.52
729,East South Central Division,2019,11,252.5
730,East South Central Division,2019,12,257.24
731,East South Central Division,2020,1,258.21
732,East South Central Division,2020,2,260.34
733,East South Central Division,2020,3,261.11
734,East South Central Division,2020,4,262.67
735,East South Central Division,2020,5,262.72
736,East South Central Division,2020,6,265.03
737,East South Central Division,2020,7,268.7
738,East South Central Division,2020,8,272.33
739,East South Central Division,2020,9,276.8
740,East South Central Division,2020,10,279.7
741,East South Central Division,2020,11,282.06
742,East South Central Division,2020,12,286.89
743,East South Central Division,2021,1,288.64
744,East South Central Division,2021,2,292.06
745,East South Central Division,2021,3,295.79
746,East South Central Division,2021,4,301.79
747,East South Central Division,2021,5,306.85
748,East South Central Division,2021,6,312.67
749,East South Central Division,2021,7,317.58
750,East South Central Division,2021,8,322.72
751,East South Central Division,2021,9,326.46
752,East South Central Division,2021,10,331.75
753,East South Central Division,2021,11,337.85
754,East South Central Division,2021,12,340.93
755,East South Central Division,2022,1,346.42
756,East South Central Division,2022,2,351.8
757,East South Central Division,2022,3,357.88
758,East South Central Division,2022,4,360.58
759,East South Central Division,2022,5,365.92
760,East South Central Division,2022,6,370.11
761,East South Central Division,2022,7,369.73
762,East South Central Division,2022,8,368.42
763,East South Central Division,2022,9,373.64
764,East South Central Division,2022,10,371.11
765,East South Central Division,2022,11,368.46
766,Middle Atlantic Division,1991,1,100.0
767,Middle Atlantic Division,1991,2,100.35
768,Middle Atlantic Division,1991,3,99.85
769,Middle Atlantic Division,1991,4,99.3
770,Middle Atlantic Division,1991,5,99.26
771,Middle Atlantic Division,1991,6,98.99
772,Middle Atlantic Division,1991,7,99.26
773,Middle Atlantic Division,1991,8,98.82
